,Date,Rating,Title,Review
2313,15 December 2015,50,Amazing atmopshere as expected!,We stopped here for a few drinks and were able to sit at the bar. Loved the atmosphere and the service couldn't be faulted.
2314,14 December 2015,30,The restaurant was neat but food was blaaaa,The restaurant was a meet place but the food and service were pretty terrible. They butchered my order and did not fix it.Very busy because of the location and name but your definitely treated like just a number.
2315,11 December 2015,30,Abfest to pre book,"Very busy. Usual Hard Rock Cafe. It is what it is. Good fun, quick food. Nothing fancy. We just used it as a stop off on the way back to our hotel"
2316,4 December 2015,50,Fantastic,"Me and my husband stopped here for an evening meal whilst on holiday in New York. We only waiting about 5 minutes for a table, service was great and the food was excellent it's worth a visit."
2317,1 December 2015,50,Excellent,Had the original burger fantastic ! Staff were really helpful and the memorabilia is fantastic . Chocolate molten cake was excellent
2318,30 November 2015,40,Great food and service,"No reservation on a very busy night but we managed to get a table for four. Waitress was very friendly and informative. Our drinks order came quick and food followed not long after that. Food was well presented, big portions and very tasty."
2319,29 November 2015,30,very poor services,"We waited ages to be served, other people came in after us and had their meals before we even got our drinks! The food was good when it eventually came though. The drinks are not great though"
2320,28 November 2015,40,An evening in Times Square,"Were seated very quickly by very friendly staff, who took an interest in us. Food upto the usual standard for Hard Rocks. Very wheelchair friendly."
2321,27 November 2015,40,Great food and service,"Typical Hard Rock.....managed to pre-book through open table and had a brilliant meal........Hard Rock never fail to deliver, great service as always!!!!!"
2322,26 November 2015,50,So good!,"This is a great place to come, listen to some good music, take in a great atmosphere, have a few beers and eat some great cooked food! The steak here was delicious and the staff are fantastic!"
2323,26 November 2015,50,Great atmosphere in Times Square,"Really good food and lots of cool things to see in here. A little bit of a wait to get a table, but worth it once we got in. Great music too!"
2324,25 November 2015,30,Decent Food but Slow Service,"If you have been to a Hard Rock then this is the same experience as all of the others. Overall the food was good but the service was kind of slow, we waited over an hour to get our food."
2325,24 November 2015,40,"Nice place, nice food!",this place is very beautiful with a lots of table and a lots of people..but the service are fast and perfect! I advise you to eat Mexican burger... no words to describe....
2326,23 November 2015,50,Great service!,"Service at the Hard Rock in Times Square was great! We didn't know we would get a free glass with our drink and they told us we would when we got our bill. Food was great, had a great time!"
2327,23 November 2015,50,ANNES Birthday,Went here to celebrate my wife's Birthday . Booked a table beforehand. Excellant service excellant food . When I mentione it was my wife's birthday they put a candle in our shared ice cream ( Diabetic Nightmare) Pleasant surroundings good memorabilia on the walls.
2328,23 November 2015,50,Fab!,"Ate here last week while on holiday in NYC, Food was really nice, Cocktails were fab! Atmosphere was amazing... It's right on Times Square so a perfect dinner before heading off to a show in Broadway!"
2329,20 November 2015,40,You know what to expect...,I did visit many Hard Rock Cafe's worldwide and the concept is repeating and you don't get suprises. The menue is always Burgerish & Beerish and there is always a souvenier shop. Had a nice burger with beer and got treated very nicely.
2330,18 November 2015,30,Just ok,"Loved the venue and the memorabilia, food was just ok. Felt we were rushed from start to finish. Constantly pressurised for either photo,charity band purchase, glass etc. If you want a quick bite then it's suitable."
2331,18 November 2015,40,Ok place,Sat down quite quickly after being shown to our table. When the food was delivered it looked very nice. I could not eat all of it as it was a good portion.
2332,17 November 2015,30,Just like any other Hard Rock,Not the best eatery in town however if looking for a quick bite to eat this a good place to go. I do like the rock memorabilia - it is fun!
2333,15 November 2015,40,"Good Food, very vibrant","If you want a nice quiet romantic meal then HRC is not for you. The service was good, the food was good, but really noisy. Music and videos are playing all the time."
2334,11 November 2015,40,Big Apple no big bill,"8 of us, good value good service. Followed by a visit by the president. What a night, thank you hard rock"
2335,9 November 2015,40,Great Atmosphere,"Typical Hard Rock experience, very loud, very busy !!!! Food at this venue was very good. have had not so good food at other HR restaurants."
2336,4 November 2015,40,"Good food, great place full of iconic items just as expected","Standard menu, we weren't disappointed, service was very nice! The collection is marvellous, I spent some time apologising to various groups in order to look at the items at their tables..."
2337,3 November 2015,50,Amazing atmosphere,Loved this place so much. The staff are super friendly and the food was amazing. Reasonably priced and perfectly located. Loved the souvenirs.
2338,3 November 2015,40,Hard Rock Cafe of New York,"I highly recommend for steak and burgers enthusiasts. Solid cousin, maybe a little overpriced but still good food. Big dishes tasty. Nothing to complain."
2339,3 November 2015,40,As expected,"Chain with same menu, but good. Shopping also same as usual. Staff not helpful at all with same cramped store"
2340,3 November 2015,50,Fantastic!,"Always visit a Hard Rock where possible and this Hard Rock didn't disappoint. Great restaurant, food and service. Definitely worth a visit if in New York."
